"","player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"2351","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","21/22","Injury to abdominal muscles",2022-04-21,2022-04-25,"4 days","1","ACF Fiorentina"
"2352","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","21/22","unknown injury",2022-02-20,2022-02-25,"5 days","1","ACF Fiorentina"
"2353","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","21/22","Corona virus",2022-01-25,2022-02-03,"9 days","2","Uruguay"
"2354","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","20/21","Corona virus",2020-11-19,2020-11-30,"11 days","3","Atlético de Madrid"
"2355","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","19/20","Ankle injury",2020-03-03,2020-07-03,"122 days","6","Arsenal FC"
"2356","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","19/20","Ill",2020-02-17,2020-02-21,"4 days","1","Arsenal FC"
"2357","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","19/20","Knock",2020-01-12,2020-01-17,"5 days",NA,"Arsenal FC"
"2358","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","18/19","Rest",2019-05-11,2019-05-13,"2 days","1","Arsenal FC"
"2359","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","18/19","Rest",2018-12-12,2018-12-14,"2 days","1","Arsenal FC"
"2360","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","18/19","Rest",2018-11-28,2018-11-30,"2 days","1","Delfino Pescara 1936"
"2361","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","18/19","Knee injury",2018-09-21,2018-09-22,"1 days",NA,"Galatasaray"
"2362","Lucas Torreira","https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077","18/19","Calf injury",2018-09-09,2018-09-14,"5 days",NA,"ACF Fiorentina"
"2363","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","21/22","Inner ligament injury",2021-09-27,2021-12-05,"69 days","13","Arsenal FC"
"2364","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","20/21","Groin injury",2021-05-06,2021-05-16,"10 days","3","Switzerland"
"2365","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","20/21","Ill",2021-04-01,2021-04-04,"3 days","1","Arsenal FC"
"2366","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","19/20","Ankle injury",2020-06-18,2020-06-24,"6 days","1","Arsenal FC"
"2367","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","19/20","concussion",2019-12-09,2019-12-17,"8 days","3","Arsenal FC"
"2368","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","19/20","Back injury",2019-08-12,2019-08-23,"11 days","1","Arsenal FC"
"2369","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","18/19","Bruised ribs",2019-04-19,2019-04-23,"4 days","1","Arsenal FC"
"2370","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","18/19","Groin injury",2019-03-28,2019-04-15,"18 days","4","Arsenal FC"
"2371","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","18/19","Groin problems",2019-01-30,2019-02-23,"24 days","6","Arsenal FC"
"2372","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","17/18","Knee bruise",2018-05-31,2018-06-04,"4 days","1","Arsenal FC"
"2373","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","17/18","flu",2018-04-10,2018-04-15,"5 days","2","Switzerland U17"
"2374","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","21/22","Inner ligament injury",2021-09-27,2021-12-05,"69 days","13","Borussia Mönchengladbach"
"2375","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","20/21","Groin injury",2021-05-06,2021-05-16,"10 days","3","Borussia Mönchengladbach"
"2376","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","20/21","Ill",2021-04-01,2021-04-04,"3 days","1","Switzerland"
"2377","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","22/23","Knee injury",2023-01-14,2023-09-20,"249 days","37","Arsenal FC"
"2378","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","22/23","Thigh problems",2022-08-27,2022-11-01,"66 days","16","Egypt"
"2379","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","20/21","Virus",2020-11-16,2020-11-28,"12 days","3","Arsenal FC"
"2380","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","18/19","Hamstring injury",2018-10-30,2018-11-24,"25 days","5","Egypt"
"2381","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","17/18","Ankle injury",2018-04-22,2018-05-12,"20 days","6","Arsenal FC"
"2382","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","22/23","Knee injury",2023-01-14,2023-09-20,"249 days","37","Arsenal FC"
"2383","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","22/23","Thigh problems",2022-08-27,2022-11-01,"66 days","16","Arsenal FC"
"2384","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","20/21","Virus",2020-11-16,2020-11-28,"12 days","3","Egypt"
"2385","Mohamed Elneny","https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438","18/19","Hamstring injury",2018-10-30,2018-11-24,"25 days","5","FC Basel 1893"
"2386","Krystian Bielik","https://www.transfermarkt.com/krystian-bielik/profil/spieler/287247","20/21","Torn lateral knee ligament",2021-01-31,2022-01-21,"355 days","74","Derby County"
"2387","Krystian Bielik","https://www.transfermarkt.com/krystian-bielik/profil/spieler/287247","19/20","Cruciate ligament tear",2020-01-13,2020-10-18,"279 days","37","Poland"
"2388","Krystian Bielik","https://www.transfermarkt.com/krystian-bielik/profil/spieler/287247","20/21","Torn lateral knee ligament",2021-01-31,2022-01-21,"355 days","74","Derby County"
"2389","Krystian Bielik","https://www.transfermarkt.com/krystian-bielik/profil/spieler/287247","19/20","Cruciate ligament tear",2020-01-13,2020-10-18,"279 days","37","Poland"
"2390","Charlie Gilmour","https://www.transfermarkt.com/charlie-gilmour/profil/spieler/293726","22/23","Ankle surgery",2022-12-23,2023-07-17,"206 days",NA,"SC Telstar"
"2391","Charlie Gilmour","https://www.transfermarkt.com/charlie-gilmour/profil/spieler/293726","19/20","Knee problems",2019-10-31,2019-11-14,"14 days","2","SC Telstar"
"2392","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","23/24","Knee injury",2023-09-19,2023-12-01,"73 days","13","Cardiff City"
"2393","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","Corona virus",2022-01-10,2022-01-21,"11 days","3","Juventus FC"
"2394","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","muscular problems",2021-11-19,2022-01-02,"44 days","9","Juventus FC"
"2395","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","Muscle fatigue",2021-10-29,2021-11-02,"4 days","2","Juventus FC"
"2396","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","muscular problems",2021-09-28,2021-10-16,"18 days","4","Juventus FC"
"2397","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","muscular problems",2021-08-24,2021-09-10,"17 days","4","Wales"
"2398","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","20/21","Thigh problems",2021-03-11,2021-04-02,"22 days","5","Juventus FC"
"2399","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","20/21","muscular problems",2021-02-01,2021-02-16,"15 days","4","Wales"
"2400","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","20/21","Muscle injury",2020-11-05,2020-11-22,"17 days","5","Juventus FC"
"2401","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","20/21","Muscle injury",2020-10-12,2020-10-19,"7 days","2","Wales"
"2402","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","19/20","Quarantine",2020-10-05,2020-10-10,"5 days","1","Juventus FC"
"2403","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","19/20","unknown injury",2020-06-06,2020-06-15,"9 days","1","Juventus FC"
"2404","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","19/20","Stress reaction of the bone",2019-12-05,2019-12-14,"9 days","2","Wales"
"2405","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","19/20","Adductor pain",2019-10-10,2019-10-30,"20 days","5","Juventus FC"
"2406","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","19/20","Lumbago",2019-08-28,2019-09-11,"14 days","3","Wales"
"2407","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","23/24","Knee injury",2023-09-19,2023-12-01,"73 days","13","Wales"
"2408","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","Corona virus",2022-01-10,2022-01-21,"11 days","3","Juventus FC"
"2409","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","muscular problems",2021-11-19,2022-01-02,"44 days","9","Juventus FC"
"2410","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","Muscle fatigue",2021-10-29,2021-11-02,"4 days","2","Juventus FC"
"2411","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","muscular problems",2021-09-28,2021-10-16,"18 days","4","Wales"
"2412","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","21/22","muscular problems",2021-08-24,2021-09-10,"17 days","4","Juventus FC"
"2413","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","20/21","Thigh problems",2021-03-11,2021-04-02,"22 days","5","Wales"
"2414","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","Hamstring muscle injury",2019-04-18,2019-08-26,"130 days","4","Arsenal FC"
"2415","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","Ankle injury",2018-12-06,2018-12-14,"8 days","2","Juventus FC"
"2416","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","bruise",2018-09-16,2018-09-22,"6 days","1","Arsenal FC"
"2417","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","Calf injury",2018-07-29,2018-08-11,"13 days",NA,"Arsenal FC"
"2418","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","17/18","Groin injury",2018-03-16,2018-04-01,"16 days","3","Arsenal FC"
"2419","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","17/18","Hamstring injury",2017-12-10,2018-01-07,"28 days","9","Wales"
"2420","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","Hamstring muscle injury",2019-04-18,2019-08-26,"130 days","4","Arsenal FC"
"2421","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","Ankle injury",2018-12-06,2018-12-14,"8 days","2","Arsenal FC"
"2422","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","bruise",2018-09-16,2018-09-22,"6 days","1","Arsenal FC"
"2423","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","18/19","Calf injury",2018-07-29,2018-08-11,"13 days",NA,"Wales"
"2424","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","17/18","Groin injury",2018-03-16,2018-04-01,"16 days","3","Arsenal FC"
"2425","Aaron Ramsey","https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057","17/18","Hamstring injury",2017-12-10,2018-01-07,"28 days","9","Wales"
"2426","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","23/24","Calf injury",2024-04-11,2024-04-20,"9 days","2","SS Lazio"
"2427","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","22/23","Injury to the ankle",2022-12-28,2023-01-01,"4 days","1","Olympique Marseille"
"2428","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","22/23","Knock",2022-10-04,2022-10-11,"7 days","2","Olympique Marseille"
"2429","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","20/21","Metatarsal fracture",2021-05-07,2021-07-31,"85 days",NA,"Hertha BSC"
"2430","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","20/21","Knock",2021-03-11,2021-03-15,"4 days","1","Hertha BSC"
"2431","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","20/21","Corona virus",2020-10-15,2020-10-26,"11 days","2","France"
"2432","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","19/20","Fitness",2020-06-25,2020-10-07,"104 days","1","Arsenal FC"
"2433","Mattéo Guendouzi","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","19/20","Ill",2020-02-16,2020-02-16,"0 days","1","SS Lazio"
"2434","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","22/23","Hamstring injury",2023-05-16,2023-06-08,"23 days","6","Inter Milan"
"2435","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","22/23","Hamstring injury",2022-08-14,2022-08-30,"16 days","3","Inter Milan"
"2436","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","21/22","Hamstring injury",2022-04-28,2022-05-22,"24 days","6","AS Roma"
"2437","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","21/22","Corona virus",2022-02-17,2022-02-24,"7 days","1","AS Roma"
"2438","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","20/21","Calf muscle tear",2021-03-11,2021-04-09,"29 days","9","AS Roma"
"2439","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","20/21","muscular problems",2021-01-21,2021-01-29,"8 days","1","Armenia"
"2440","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","19/20","Hamstring strain",2020-01-07,2020-02-04,"28 days","6","AS Roma"
"2441","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","19/20","Fitness",2019-11-14,2019-11-26,"12 days","3","AS Roma"
"2442","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","19/20","Adductor injury",2019-09-30,2019-11-14,"45 days","11","AS Roma"
"2443","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","18/19","Back injury",2019-03-08,2019-03-23,"15 days","3","Armenia"
"2444","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","18/19","Metatarsal fracture",2018-12-20,2019-02-07,"49 days","10","AS Roma"
"2445","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","18/19","Ankle injury",2018-09-22,2018-09-28,"6 days","2","Armenia"
"2446","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","17/18","Knee injury",2018-04-05,2018-04-28,"23 days","6","Arsenal FC"
"2447","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","22/23","Hamstring injury",2023-05-16,2023-06-08,"23 days","6","Arsenal FC"
"2448","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","22/23","Hamstring injury",2022-08-14,2022-08-30,"16 days","3","Arsenal FC"
"2449","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","21/22","Hamstring injury",2022-04-28,2022-05-22,"24 days","6","Manchester United"
"2450","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","21/22","Corona virus",2022-02-17,2022-02-24,"7 days","1","Manchester United"
"2451","Henrikh Mkhitaryan","https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","20/21","Calf muscle tear",2021-03-11,2021-04-09,"29 days","9","Armenia"
"2452","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","23/24","Achilles tendon problems",2024-04-06,2024-05-20,"44 days","8","Newcastle United"
"2453","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","23/24","Achilles tendon problems",2023-11-24,2024-02-23,"91 days","18","Newcastle United"
"2454","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","23/24","Hamstring injury",2023-08-01,2023-10-23,"83 days","12","Newcastle United"
"2455","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","22/23","Hamstring injury",2023-05-18,2023-06-05,"18 days","3","Newcastle United"
"2456","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","21/22","Knee injury",2022-05-01,2022-05-25,"24 days","3","Newcastle United"
"2457","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","21/22","Knee injury",2022-04-04,2022-04-10,"6 days","1","Newcastle United"
"2458","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","21/22","Corona virus",2021-12-21,2021-12-31,"10 days","1","Newcastle United"
"2459","Joe Willock","https://www.transfermarkt.com/joe-willock/profil/spieler/340329","19/20","Calf injury",2019-09-02,2019-09-14,"12 days","2","England U21"
"2460","Ainsley Maitland-Niles","https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845","18/19","Ill",2019-02-15,2019-03-01,"14 days","3","Arsenal FC"
"2461","Ainsley Maitland-Niles","https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845","18/19","Knee injury",2019-01-26,2019-02-08,"13 days","2","Arsenal FC"
"2462","Ainsley Maitland-Niles","https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845","18/19","Hairline fracture in the fibula",2018-08-16,2018-10-25,"70 days","16","Arsenal FC"
"2463","Ainsley Maitland-Niles","https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845","18/19","Ill",2019-02-15,2019-03-01,"14 days","3","England"
"2464","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","22/23","unknown injury",2023-02-02,2023-03-22,"48 days",NA,"Basaksehir FK"
"2465","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","22/23","Fitness",2023-01-02,2023-01-15,"13 days","3","Basaksehir FK"
"2466","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","22/23","Back problems",2022-09-26,2023-01-02,"98 days","14","Basaksehir FK"
"2467","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","22/23","influenza",2022-09-01,2022-09-05,"4 days","1","Basaksehir FK"
"2468","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","22/23","Fitness",2022-07-14,2022-08-11,"28 days","5","Fenerbahce"
"2469","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","21/22","Lumbar vertebra problems",2022-01-20,2022-03-03,"42 days","8","Fenerbahce"
"2470","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","21/22","Injury to the ankle",2021-11-18,2021-11-29,"11 days","3","Fenerbahce"
"2471","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","21/22","Groin problems",2021-10-28,2021-11-04,"7 days","2","Fenerbahce"
"2472","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","21/22","influenza",2021-09-27,2021-10-04,"7 days","2","Fenerbahce"
"2473","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","21/22","Groin problems",2021-08-26,2021-09-06,"11 days","2","Fenerbahce"
"2474","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","minor knock",2021-05-10,2021-05-17,"7 days","2","Fenerbahce"
"2475","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Fitness",2021-04-12,2021-04-26,"14 days","3","Fenerbahce"
"2476","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Corona virus",2021-03-18,2021-04-01,"14 days","1","Fenerbahce"
"2477","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Ankle ligament tear",2021-03-04,2021-04-12,"39 days","7","Fenerbahce"
"2478","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Fitness",2021-01-25,2021-02-01,"7 days","2","Basaksehir FK"
"2479","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Quarantine",2021-01-18,2021-01-25,"7 days","1","Arsenal FC"
"2480","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Back problems",2020-06-25,2020-08-03,"39 days","11","Fenerbahce"
"2481","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","19/20","Ankle injury",2019-12-16,2019-12-26,"10 days","2","Arsenal FC"
"2482","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","19/20","Ill",2019-08-12,2019-08-19,"7 days","1","Arsenal FC"
"2483","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","18/19","Knee problems",2018-12-27,2019-01-14,"18 days","4","Arsenal FC"
"2484","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","18/19","Back problems",2018-11-29,2018-12-13,"14 days","5","Arsenal FC"
"2485","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","18/19","Back injury",2018-10-04,2018-10-22,"18 days","3","Arsenal FC"
"2486","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","18/19","Ill",2018-08-23,2018-09-03,"11 days","2","Arsenal FC"
"2487","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","17/18","Knee problems",2018-06-07,2018-06-18,"11 days","2","Arsenal FC"
"2488","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","17/18","Back injury",2018-05-03,2018-05-31,"28 days","4","Germany"
"2489","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","17/18","Inflammation in the knee",2017-09-11,2017-09-21,"10 days","3","Arsenal FC"
"2490","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","17/18","Ankle problems",2017-08-03,2017-08-07,"4 days","1","Arsenal FC"
"2491","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Quarantine",2021-01-18,2021-01-25,"7 days","1","Arsenal FC"
"2492","Mesut Özil","https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664","20/21","Back problems",2020-06-25,2020-08-03,"39 days","11","Arsenal FC"
"2493","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","23/24","Hamstring injury",2023-08-20,2023-09-15,"26 days","2","Everton FC"
"2494","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","21/22","Calf injury",2021-10-01,2021-10-13,"12 days","3","Fulham FC"
"2495","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","20/21","Corona virus",2021-03-26,2021-03-29,"3 days","1","Everton FC"
"2496","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","19/20","Hamstring injury",2019-12-23,2020-01-27,"35 days","7","Nigeria"
"2497","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","18/19","Ankle injury",2019-02-25,2019-02-26,"1 days",NA,"Nigeria"
"2498","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","18/19","Ill",2018-08-26,2018-09-19,"24 days","3","Everton FC"
"2499","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","23/24","Hamstring injury",2023-08-20,2023-09-15,"26 days","2","Nigeria"
"2500","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","21/22","Calf injury",2021-10-01,2021-10-13,"12 days","3","Arsenal FC"
"2501","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631","20/21","Corona virus",2021-03-26,2021-03-29,"3 days","1","Nigeria"
"2502","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","23/24","Tendon rupture",2024-02-02,2024-06-30,"149 days","18","Villarreal CF"
"2503","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","23/24","Torn thigh muscle",2023-09-22,2024-02-05,"136 days","26","Villarreal CF"
"2504","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","20/21","Quarantine",2021-01-30,2021-02-07,"8 days","1","Celta de Vigo"
"2505","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","19/20","Hamstring injury",2020-07-01,2020-08-01,"31 days","5","Celta de Vigo"
"2506","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","19/20","Ankle injury",2020-02-26,2020-04-26,"60 days","2","Celta de Vigo"
"2507","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","19/20","Ankle problems",2019-12-30,2020-01-10,"11 days","1","Celta de Vigo"
"2508","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","19/20","Ankle injury",2019-12-09,2019-12-20,"11 days","2","Celta de Vigo"
"2509","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","18/19","Groin injury",2019-04-12,2019-06-12,"61 days","10","Arsenal FC"
"2510","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","18/19","Muscle injury",2018-07-29,2018-09-16,"49 days","5","FC Barcelona"
"2511","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","17/18","Adductor injury",2018-03-08,2018-03-30,"22 days","3","FC Barcelona"
"2512","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","23/24","Tendon rupture",2024-02-02,2024-06-30,"149 days","18","Spain U21"
"2513","Denis Suárez","https://www.transfermarkt.com/denis-suarez/profil/spieler/165007","23/24","Torn thigh muscle",2023-09-22,2024-02-05,"136 days","26","Manchester City U21"
